Review,NPS
My flight from SIN-HKG was terrible. There was no food and no in-flight entertainment system. Flight was delayed by 24 hours.,Detractor
We had Air France tickets from Malaga to JFK and back from MEX connecting flights to/from Paris with Air Europa. Air Europa does not provide 24-hour online check-in. We arrived 80 minutes prior to departure at check-in in Malaga to find a huge queue that moved very slowly. 3 check-in staff only ours was rather unpleasant and grumpy. With 20 minutes to go for departure we were running to security leaving behind about 30 more passengers waiting to be checked-in. Arrived at the gate to be told to rush onto the plane. Onboard the most uncomfortable airline seat old and worn and hardly reclineable. They are also too short so half your thighs don't fit the seat and it inclines downwards so one has the unpleasant feeling of sliding off! Despite the delay we made our connection in Paris. On the return we checked-in online via Aeromexico (still all on AF tickets) but the Air Europa connection Paris-Malaga did not yield seat assignments nor boarding passes. At check-in in MEX we were told they could not help us because when you check-in online this apparently messes up the boarding pass/seating process on Air Europa. Once in Paris AF staff at the connection counter finally printed boarding passes for Air Europe. Yet again the seats were very uncomfortable and old and barely acceptable for a 2-hour flight. Staff just like on the outbound were very indifferent. If at all possible I would avoid Air Europa in the future. I can handle unpleasant staff but I would avoid them purely because of the discomfort of the seats on their B737 that seem to be at least 20 years old.,Detractor
Melbourne to Sydney on a Boeing 737-800. Brand new plane the Captain said only delivered 3 days previously. Comfortable maroon leather seats plenty of room for a short flight. Configured 2-2 and only 3 rows. Good quality lunch with a jolly nice sparkling wine. Overhead screens but I didn't watch anything as I had a great view out of the window. Slightly delayed departure but early arrival as flight was a little over an hour. Check in quick with no queues. Baggage delivered promptly. Very efficient trip.,Promoter
"Nice new A321 aircraft, friendly crew, flight on time - short 1 hour 20 minute flight. The aircraft had overhead screens but they were only really used for the safety video (which curiously they only do in English and then ask passengers who speak one of their three main languages to ask the crew if they have questions). Strange croissant with a pretzel coating (but in my past experience Swiss food is not nice, even in business) and wide selection of drinks including alcohol. I had flown out on Austrian and the quality of Swiss is just a couple of notches higher. I did check in online but the Swiss website sends you to Lufthansa for some reason. Automatic check-in is a nice touch but their app remains awful as you have to re-login each time you switch app to access your boarding pass.",Promoter
"Tokyo Haneda to Shanghai Hongqiao with China Eastern Airlines, and if you have a choice use another airline. Seats uncomfortable, aircraft not cleaned. I moved the blanket to sit down and the previous passengers part drunk bottle of water was under the blanket. It was a mid afternoon flight and I was asked what I would like to drink to which I replied a Gin and Tonic. Flight attendant surprise and reply, we don't have cocktails. You can have Cola, tea or a glass of wine with the meal. I chose red wine as I was having what they described as western meal is pizza. Tray arrived, so called pizza was a slice of baguette and all the topping had fallen off onto the plate, what a mess. Glass of wine - a 1/4 glass was a better description.",Detractor
Sydney-KUL economy class. Seamless online check in same at airport bag drop. Seats 25 over wing. On time departure (in fact a couple of minutes early) and spot on time arrival in KL. Fully loaded aircraft with lots of large family groups typical for Christmas Day. Meal was ok - probably would have been nicer if it was hotter. Staff onboard very professional without being overly friendly. Seats are a touch narrow and sitting on the aisle I was continually bumped. The aisles were like a busy thoroughfare all flight. All in all a perfect flight when taking prices etc into consideration.,Promoter
"  Milan Malpensa to Barcelona with Vueling. Very inconsistent service. Usually quite satisfied by the price value proposition, but ground services are subpar. I experienced this at Milan today as I wished to advance my 9pm flight to 5:30pm. I arrived at the airport in due time to advance the ticket, as the app would not let me do it, but there was only 1 agent for the whole airport and shared with other airlines - so I wasted the check-in window in the queue and no new ticket could be issued. No one cares, you are on your own. So as long as everything goes as planned and your are willing to pay extra to travel in decent conditions it's fine, as soon as you need assistance or your plans change, well good luck.",Detractor
"After years of collecting credit card points we decided to use them to fly first class from Toronto to Hawaii and back. We had to go with what was provided. The first flight from Toronto to Los Angeles was in first class on Air Canada. We had a ""pod"" type seat which reclined flat. We were provided with comfortable pillows and a comforter. We had our own individual screen and could watch movies, tv, etc. The food was great and service equally as good. It was everything we had imagined first class would be. We had the same first class treatment from Los Angeles back to Toronto. The polar opposite is true of our United Airlines portion from Los Angeles to Hawaii. The plane is old and first class only means wider seats that recline slightly more than economy with more leg room but extremely uncomfortable to try and sleep in. Besides the food, the only extra we got was a paper thin blanket - no pillows, no screens, no music, nothing. You have to download the app if you want to watch something or listen to music. What if you don't have a smart phone or don't want to watch a movie on it? The flight to Hawaii was bad enough but unfortunately we were stuck with United Airlines on the overnight flight from Hawaii back to Los Angeles and hardly slept a wink. Ironically before we left home, I decided to leave my neck pillow at home. Why bring it - we were flying first class. Big mistake. United's definition of ""first class"" is no class. I regret wasting the points I took so long to collect on the United Airlines flights. I will never knowingly fly United again. Giving this a 2 only because the flight attendants were friendly and I felt sorry for them having to work for this airline.",Detractor
" Berlin to Frankfurt. The Boeing 747 is my favourite aircraft and Lufthansa flew that on this route. One thing I had to complain about (I guess that is more a Berlin TXL problem than LH) is that there were no open check-in counter in Terminal C where this flight departed. I guess it was because usually LH departs Terminal A but there was no space for the 747. There might have been a problem for people with checked-in luggage or people who wanted to check in at the airport. The flight itself was the best I have had so far. The crew was very friendly, the entertainment program was good and they gave everyone a chocolate teddy after landing. The space between seats was good, I'm 1.67m and I could stretch my legs - I guess there were 10-15cm to the seat in front of me. All in all a very pleasant flight.",Promoter
" United Airlines at LAX literally the worst service I've ever received in my life and I have flown more than 3 dozen times. They forced me to check a small backpack for no reason other than I had a purse on me which they counted as another personal item. Many other people did this with much larger purses and carry on items. Complete and total garbage customer service at LAX. Will not fly United ever again even if it's cheaper, especially in Los Angeles.",Detractor
Bucharest-Amman return with Airbus 318 check-in on-line. Good flight with decent meal and beverages (including alcoholic beverages). No IFE (only the Insight Magazine) but they gave us pillow and blankets. The cabin crew were a bit arrogant but for the flight crew ten points! Overall a good experience.,Promoter
"Dublin to Frankfurt with Lufthansa in Business class. You get a great product and today everything was fine. Fast lane security, access to a nice and quiet Lounge in Dublin, priority boarding, a seat in a calm cabin with two armrests for your own and plenty of space for your elbows. Perfect food and drink servce and priority delivering of the bags. The price is not low-cost, but it is worth the product you get. Weak points? The seats do not really recline, there is no WiFi and there is no inflight entertainment, but as the flight takes only some 100 minutes, it is not a problem for me.",Promoter
LGW-KBP. Check-in staff friendly and efficient. Boarding slightly delayed so was departure. Cabin crew polite. Flew B737-500 which showed its age however it was very clean. Hot meal served onboard for 3 hr flight which was tasty and filling. Load 100% but didn't feel very cramped. Disembarking via stairs but I there are no air bridges in Borispol. Waiting for luggage was a pain at such a small airport (30 mins). Overall good experience but they could invest in new fleet.,Promoter
" Miami to San Francisco. Ridiculous! It's 1 am and still at the airport in Miami! My flight to San Francisco was supposed to depart at 7:50 pm and the crew had us waiting for 2 hours in the plane while fixing Documents. The problem is that they didn't keep us informed as to what was happening. Then we got sent to another aircraft because apparently the one we were originally didn't pass the test when it should've been tested beforehand. While we are waiting on the second flight after 4 hours of waiting then the crew disappears and we have not pilot. I completely understand that incidents happen if it's a weather condition, or even if there is something wrong with the aircraft. But, the fact that they staff kept lying to all passengers is not professional! My time is very valuable. Again very unprofessional from the company staff to not be transparent with the passengers.",Detractor
"Very nice and helpful staff in Terminal 5, very nice and friendly cabin crew. Food was good too. Very smooth flight and on time. I have flown 6 times in last two weeks with different flights and I was flying with my 3 year old son. British Airways was the only flight where the cabin crew came from time to time came to ask if my child needed anything. She brought him a bag with a colouring book and pens without asking.",Promoter
 Providence to Dublin. 6 hour flight and no free no food. Ridiculous check in closure an hour before flight. As a low-cost airline you pay for everything even down to a blanket. Clearly shows no interest in passenger care.,Detractor
The crew were very enthusiastic and helpful. The service was very fast and we were served a drink and a snack. For such a short flight it was great. I would recommend.,Promoter
Flight from Germany to Charlotte NC to Huntsville AL in 05/2014 was the worst flight experience. TV screen did not work staff was not concerned after numerous requests. The aircraft had a malfunction before takeoff in NC delaying us 3 hours on the taxiway. This caused a missed flight at the connection stop. American did not care whatsoever and we had to ask to get a meal voucher but that was all that was given. They would only put us on another American flight that left hours later putting us home in the middle of the night and needed to be at work the next morning. Worst airline ever. This review only covers about 65% of the issues experienced.,Detractor
" Newark to Rome operated by Privilege Style. No online check in, both flights delayed, no way to get through customer support on the phone, no updates. It was extremely hot in our part of the plane and I heard people complaining about being freezing in the other part of the plane. No entertainment, 9 hrs flight with the oldest and smallest screen in front of you, having the choice of only 2 shows.",Detractor
" Honolulu to Los Angeles. I attempted to check in online 18 hours prior to my flight. For whatever reason, the system processed mine but not my wife's. Since in the inbound flight we weren't seated together, I wanted to rectify this. I called AA and the first agent who answered immediately suggested it was my fault because I ""didn't check a box or something"". I suggested he first listen to me and run my record locator. All I wanted to do was ensure me. And my wife sat together this time. When he did, he said this is an issue with British Airways since they issued the ticket. I said that's impossible, because BA doesn't handle check in for flights on AA. I asked to speak to a supervisor, and was told to call BA or they could put me in touch with their website tech support (why?). Both the initial agent as well as the supervisor were incredibly rude and appeared to be doing whatever possible to get me off the line. I called BA. The agent, Dev, went above and beyond what could possibly be expected, and stayed with me for an hour to help. I explained what happened and he told me they're ""giving you the run around"" because, of course, BA doesn't handle check in for domestic AA flights. He offered to call AA for me and we were on a conference call. The supervisor he spoke to informed him that there was an issue with the passport info. He asked them to change the info and complete checkin and was told that was impossible. He said he knows for a fact it isn't, and it happens all the time. Since checkin wasn't my issue, but seating, he suggested my wife simply be given a seat next to me and she would complete checkin at the airport. The AA supervisor said that, too, was impossible. Until she's checked in, they can't assign a seat. Once again, the BA agent explained that this is impossible and he has lists of policies and regulations, not to mention previous experience. The AA supervisor hung up on him mid sentence. He apologized profusely and said he never experienced anything like this. We called again, and the agent we got this time was just as unhelpful and refused to do anything, but was at least pleasant. She suggested I pay to select my wife's seat, because next to me there is an empty one. The BA agent again asked why they can't assign it to her, it's within 24 hours of the flight. No. They won't assign it, they won't fix her checkin, but they're happy to SELL the seat. At this point in my frustration I said fine, I'll buy it. $50 additional fee if the agent takes my payment. Both me and the BA agent were at a loss for words. I ended up going online to buy the seat next to me for my wife, with Dev and the AA supervisor on hand to confirm it went through. AA succeeded in ruining my last day in Honolulu and wasting 2 hours of my time in order to squeeze even more money out of me. I would have thought that would be it, but upon arrival at Heathrow, I learned my bags didn't make the flight (2hr layover at LAX). This airline is an absolute joke, with complete disregard for passengers. Even the discount carriers treat you better. BA offered a black and white comparison between how an airline should behave and how it shouldn't. Dev was apologizing for things that weren't his fault, stayed with me until the end, whereas AA staff were aggressive and condescending, and even hung up on their British colleague. Absolutely shameful. The plane was also terrible, but west coast/Hawaii flights typically are. Shameful behavior.",Detractor
Orlando to Montreal Sep 3 at 10 am returning on Sunday Sep 7 on 8.35 flight. They are terrible to say it bluntly. No food no leg room etc. Will never fly with them from USA to Canada. Only plus was they didn't lose my golf clubs. Also were begging folks to check in their carry-on luggage at the gate. How could they already know that there would be little room available?,Detractor
"  Singapore to Kilimanjaro via Doha. Decent in flight service and food. Doha to Kilmanjaro one of our group was bumped, and on return two were bumped. The lounge at Doha is ok but services tardy from serving food to shower. The shared lounge at Singapore should be avoided and the airport lounge at Kilmanjaro was bad. The seats were comfortable, entertainment on both flights were archaic. The free WiFi is non existent.",Detractor
I took Frontier from LAX to DEN to DWT. In all cases the flights were on time and on the way back even running about 5 min early. I had no issues checking in (checked in at a multi airline kiosk-not the solitary Frontier kiosks - at the airport). I booked online for one checked bag which cost me $40 round trip - no fee for carry on within the defined perimeters. My flight left lax at 8pm-I was in the drop bag line at 6pm when they opened and waited 5 min-no hassle. My flight left DWT at 6am-I was in line at 5am at the drop bag line again with a 5min wait and no hassles. The staff at the desks gate and on board attendants were helpful and friendly and answered my questions with no problems. On board I was in row 9-which didn't recline because I was right in front of the exit row. Everyone else's seats reclined but I didn't see this as a huge problem. I stick to water in flight mainly because any food or drink (other than water) causes swelling/ retention. I can tell you a regular 12 oz can of soda was $1.99 or they had combo deals-coffee and a breakfast snack was $4.99 and 2 drinks + 2 snacks was $8.99 (this was in the in-flight menu). I think it's fair they're charging al-a-carte to keep the fares low which I appreciate. There were TV's for every seat and the cost for more than a 2 hour flight was $5.99 for a decent variety of channels. Overall I had a good flight both ways and would recommend Frontier based on this experience.,Promoter
"  China Southern from Los Angeles to Bangkok return via Guangzhou. The flight from LAX to CAN was 15 hours 10 minutes. On the way to Guangzhou I sat window seat, I was awake a good amount of the flight there and was comfortable. The seats were spacious, I had enough leg room and the staff was extremely friendly. The food was great and they are quick to bring you any beverage you need at any point in your stay. They had a huge selection of movies, a wide variety of shows available, music, short travel movies, the map was great, every seat had a charging station so that was great as well. On the flight home my friend asked for a snack after the last meal and they gave her a turkey sandwich. I also asked for a glass of wine and even though they were technically done with opening new bottles she found me some red wine and was able to pour us each a glass which helped go back to sleep for the rest of the flight. I'm extremely Lactose in tolerant and I was able to eat most of the meals. The layover in Guangzhou is what puts them over the top. I only speak English and didn't know a drop of Chinese. Upon exiting the plane the crew direct you where to go for your visa and a woman from China Southern who is fluent in English was waiting to help us, she made sure we filled out the paper work then gave us a map and went through the rest of the directions with us & ensured we understood completely what to do/where to go. My friend and I followed other people and got lost in the airport for 1-2 hours and once we found the paper she gave us we found our next stop within 5 minutes. Since we had a 26 hour layover the people at the China Southern counter had us pick a 5 star hotel. Since we were about to miss our bus the girls ran all the way through the airport with us, sat us on the first seats of the bus and talked to the bus driver and made sure he knew where to take us and made sure he told us when to get off. When our stop came up he found us and made sure we got off and told us where to go to find the concierge at the hotel. It was in the middle of the city and gorgeous. We got a great free buffet breakfast, transportation to and from the hotel. Everything free. The only things we paid for was our day of wandering around China before our flight to BKK.",Promoter
"  Never warned about flight cancellations and was told it was confirmed the night before with no help from the desk. Was told there was a walmart and that was supposed to make up for it. Waste of time. Incompetence to the highest degree and a lack of care. Even told them I had orders to be reporting into for the military and all I got was an 'oh well' from the desk staff. Then when I tried to transfer flights they wouldn't because ""they would lose money"". United Airlines is a terrible airline, doesn't care about you or your money, and would rather you just stay put instead of getting you anywhere.",Detractor
"My first time with flydubai on 20 Sept will be my last. The tickets are cheap at the start, then flydubai charge you for carry on bags, seat assignment, and in flight entertainment etc. On my flight back from Dubai to Kuwait I had no bags to check in, my flight was due to leave within 45 mins and the check in staff for 30 mins tried to explain to me that I had to purchase another ticket because I was 15 min late. Needless to say I purchased the ticket, and informed them that I was not happy with the service I was provided. My only conclusion is that since flights are not full they make up excuses to make passengers buy additional tickets.",Detractor
"Flew Ryanair for a business trip to Dublin. Chose Ryanair over airlines departing from Schiphol, because Eindhoven Airport is more convenient (small airport, with very fast check in/customs, boarding and luggage delivery - from landing to car in 20 mins). With Ryanair you know what to expect. Cramped seats and except for carry-on luggage, everything else will cost you. Value for money is good though, especially if you book in time and don't need to bring much luggage. Both flights were uneventful and arrived on time. The flight from Dublin to Eindhoven (Friday) was however boarded by a rather large group of semi-drunk Irish (wo)men who continued their drinking during the flight, had to use the toilets all the time and blocked the aisle. Headphones provided a welcome layer of isolation. For some reason, on the return flight there was more cabin luggage than could be fitted in the lockers. This was solved by putting whatever wouldn't fit on the floor of some free seats. Not sure if this is standard procedure, seemed a bit odd. Anyway, it was the standard Ryanair experience. If you don't mind the lack of comfort and service, it is perfectly fine for a couple of hours and good value for money.",Passive
" Phoenix to Minneapolis. Don't book it though them! Went on vacation & need to be home for class, woke up in the morning to see our flight was cancelled for no reason! There is no other flights through them going on on this date & all other airline prices have gone up since we have to book the day of. Out over $100 each. Not worth an initial cheaper price at all.",Detractor
As frequent traveller with M&M Elite status receiving priority luggage delivery at airport I can't understand why TGS is not able to deliver priority bags in time where do other airports like Brussels CDG Athens Zagreb Sofia to mention only some can deliver priority luggage maximum 30 minutes after landing. I'm travelling on average three times a month always with 3 bags. Out of the three bags two are tool boxes. Only TGS can't deliver my bag and tool boxes in time. Average 60 minutes I have to wait in Istanbul which is not acceptable. Here TK and TGS should improve urgently.,Passive
"ATH-MUC in economy in March 2014 economy has the dreaded ""slimline"" seats that LH started and everyone seems to be following. That said flight crew was pleasant and professional airplane was clean flight landed on time- Aegean even gives you a snack and a drink on this flights. Pleasant experience would recommend.",Promoter
Flew Business Class from PEK-KIX. Flight was delayed several hours because of weather. Flight crew were attentive friendly and kept us updated on the progress. Supper was excellent and consisted of three options: chicken fish or pork that was served on the ground because of the delay. The only complaint was the lack of AVOD especially on this route which is not a short flight.,Passive
I have had 4 flights with them this month firstly from Qingdao to Seoul return then Qingdao to Shanghai return. Being a Star Alliance Gold member allowed me to check in at all times at the Business Class check in so it was pretty quick. Got an upgrade on the way to Seoul. Service on all 4 flights very good. food reasonable for short haul flights. Crew spoke excellent English and welcomed people both on boarding and leaving. On the international legs there were even announcements from the flight deck in English. Boarding as with all flights on Chinese carriers is a very quick and no nonsense affair. I have been using Air China and other Chinese carriers for 11 years and avoid them on long haul but found them to be excellent on short haul flights.,Promoter
"  Fargo to Boise via Minneapolis. Could have done more to compensate me after a four hour delay in Fargo due to a flat tire. Had to stay in Minneapolis and got to my hotel late. No meal voucher offered. All of my children and grandchildren traveled to visit me for my 65th Birthday. The celebration was delayed because of the flight delay. I asked you if I could get upgraded to first class the next day on my connecting flight due to all of the problems, missing my 65th Birthday celebration and I was told no. Instead I was offered a 200 dollar voucher or 10000 miles. Very poor offer with all that happened and making my 65th Birthday a miserable day. After all of the flights I have taken on Delta this year it makes me wonder if I am a valuable customer. I am a Vice President for a hotel company and had a guest presented these circumstances to one of my hotels, I would have treated that guest like royalty and given him the best room along with meals and even the next stay on us. Overall I am very upset. With all of the poor publicity that airlines are receiving for being apethetic towards their customers, I thought your company would have treated me with empathy and value my business. Instead all I did was continue to hear â€œ no, there is nothing more we can doâ€. Very disappointed.",Detractor
" Let me start off by complimenting Air China for the good value for money service provided during my flights from Singapore to Beijing and Beijing to New York on 14th December. For the cheap fare I paid, the flying experience wasn't bad. However, the same cannot be said for my return flight from New York to Beijing on 7th January 2018 and Beijing to Singapore on 9th January 2018. My experiences were horrible. 1) I reached JFK Airport at 12.30 pm on 7th January to check in for my flight CA972, which was scheduled to depart at 3.50 pm. The check in process was messy and chaotic. There was no clear organized way and I was only able to check in a few minutes before the departure time. Quite a number of Passengers were still to be checked in after me and I believe that this was the reason the flight got delayed. 2) First, we were told that the flight got delayed for 2 hours. This was acceptable. We were also given 20 dollars worth of meal vouchers, which wasn't bad. Then, for no clear reason, our flight got delayed by almost 12 hours and we only took off at 4 am the next day. We were not given any further meal vouchers after the first one. The delay time was ridiculous. I would surely miss my connecting flight to Singapore. 3) The flight was actually pleasant and I reached Beijing at 8 am local time on the 9th January. The employees at the Air China Transfer Counter changed my ticket to Singapore on another flight 8 hours later. I was tired and asked if they would be offering any hotel. They did. However, instead of directing me to get a 1 day Visa in Beijing, they directed me to international transit. They told me that I would be able to find Air China employees there (inside the transit area) who would help me to with the hotel. All this time, I could hear them cursing in Chinese, muttering under their breath. I am not Chinese (South Asian), but understand the Chinese swear words from my stay in Singapore. When I confronted them about it, the became very rude and started avoiding me. Frustrated, I left for the transit area. Once I got in, I could not find any Air China personnel in the Transit area. I was stuck there tired with no hotel or food or lounge access. I could not go back out to confront those employees. The flight back to Singapore was pleasant. But they forgot to update my Kosher meal preference. I was too frustrated at that point to even respond. It had been 2 days on the road and I just wanted to come back home. So far this is my worst experience ever. I have nothing against the in-flight crews. They were very nice. But the Air China ground staff in Beijing were extremely rude and intentionally unhelpful. I was seduced by their low fares, but I will not be flying Air China ever again.",Detractor
" Zurich to Delhi via Istanbul. I landed Istanbul at 18:40 and after security checks and all took 25 minutes. My next flight was at 20:20. I was confused to go to which gate to take my next flight. I asked few people to find a way. I got to know i have to go to gate no 504. So moved to gate number 504. I reached there at 19:57. The guy who was at boarding counter told me that gates are closed. I told him how is it possible as I have the boarding pass and still there are 23 minutes left. Then he asked me to go to the transfer desk and assure me they will help me in this matter. I rush without debating to that guy and when I reached there the guy laughed at me and asked me to wait for 10 minutes. So that the 20:20 time can be passed. Then he came and ask me to buy new tickets. Instead of helping you mislead a customer and ask him to ran here and there. And the cost for the ticket is too high. When I paid the entire money and have nothing left out I asked them I have no money left for anything to eat. They told me they will provide food every 5 hour - once i got the new ticket and after 14 hour I reached them and asked for food and they denied even for tea. Next day when I boarded the flight, flight delayed for 1:30 hour and we waited without our fault.",Detractor
"Copa Airlines has good service compared to some airlines IÂ´ve taken. I got Copa Airlines at Caracas, the ground service was fast, then I arrived at Panama City, I had a very long connection (12 hours), which I didnÂ´t like. Then I got the plane to New York City. The food on both flights were good, I am a vegetarian so I requested special meal, from Caracas to Panama was a light meal however the taste was good",Passive
"â   Houston to St. Louis via Pensacola. I don't normally take time out to write a review but this is worth it. The flight attendants on this particular day were so pleasant and kind that I had to write a review and say thank you. Not every day people treat you this well and it always seems to be the negative things that we all focus on. Everyone wants to complain about everything, always and I have zero complaints about this flight. They were funny and very accommodating towards everyone.",Promoter
" My experience wasn't horrible as everyone says. I've not had a single issue. On my flight from BTS to STN at 6:30 in the morning everything was excellent with the airline. It was on time, staff were nice and friendly. The only issue I've had during the boarding process was because of Bratislava airport staff but that has nothing to do with Ryanair. I have one complaint but I do understand it. Checking in we got our seats seperated, but with the ticket price Ryanair sells, it's still cheap even after buying Selected seats. The food on board was cold, but when I asked the crew to heat it some more they kindly offered to do so. After landing the process was quick, but due to some issues at Stansted (which I learned happens often) we waited over an hour for our luggage. Having arrived soon in the morning and not having had any coach/train reservation for a specific time, this wasn't an issue for me. On my way back I would have things to complain about, but I'm not sure how much of it is Ryanair's fault. The airport was crowded, we waited a long time to depart or even board, apparently because checked in luggage hadn't arrived to the plane yet. We had out gate announced on time and having a 1 hour delay isn't too bad considering it's an evening flight by a budget company. The crew were again nice even though they had a whole day of work behind them. I wouldn't complain about the seats and comfort. Of course it wasn't perfect, but it wasn't uncomfortable and I would definitely fly Ryanair again. The value for money with this airline was perfect for me.",Passive
" San Francisco to Jacksonville via New York JFK. They put us at the very back of the plane on the way to JFK on our outbound plane. The seats did not recline and they were next to the bathroom. For our return flight we had to change the day and when we did that the airline associate we spoke to said they would not put us in the back on our return flight. Oddly enough, when we arrived in JFK for our return flight we were told we had the seats in the back of the plane, again. The associate at the gate was extremely rude when we said that we were told that we would not get those seats. Bottom line is this airline has no integrity. We're very disappointed. I will, from here on out, be very opposed to flying this airline.",Detractor
"  Philadelphia to San Francisco. Absolutely the most horrible experience! They cancelled my flight 7 hours before it was to take off. They booked me on a flight that made me miss important meetings. They gave me all kinds of wrong information when I contacted them. They told me to go to the airport early in case there are cancelations. But, they have no one at the airport until an hour before the flight. They are running a really low budget operation. Not reliable at all. I will never ever use them again. I wish you had a 0 rating option.",Detractor
"Vancouver to Montreal. This was my first time flying with a child. I have a 6-month-old son and my wife and I decided to pay extra to get premium economy seats and take advantage of more leg room and seats that would allow us to leave the plane quicker. As soon as I received an online confirmation of my purchase, I went on their website to select the premium seats, on their website. Every time I selected the premium seats I wanted to use and hit 'confirm seat selection', the website would take me to another page, and then timed out my request. I tried to complete this procedure 11 times, to no avail. I then thought I might not be able to get the premium seats I want, but at least I have premium seats, so I'll try the regular check-in 24 hours before departure. To my surprise, I was unable to get any premium seats at all and no one could see on the system that I had paid for premium seats. The check-in staff then told me that there was no premium economy in that flight, just business or regular economy. That was a lie, as I found out as soon as I entered the plane. I almost went back to the counter to discuss why would they lie to me so I could just get in the plane and take the seat they assigned me instead of what I had paid for. I mean, think about it. If you pay for business and wait until you reach the airport to complete the check-in, you might not have a say in which seat you'll get, but you'll have a business seat. Same goes for first class, and one would think the same would apply to premium economy but apparently you can pay over $100/px for what they call the 'comfort package', and they don't care to hold the seat for you. The very least they could have done is to upgrade my wife and I to business, as there were empty seats there. Now I had to call customer service and spend over one hour for them to guarantee us on the premium seats on our return flight, but I am still expecting a full refund for the premium seats I was denied despite having paid for them.",Detractor
"  Guangzhou to Jakarta. I have been living and working in China for 3 years flying with China Southern every week. My wife is Chinese and she has always booked the flights (over 100) using her Chinese China Southern credit card. The trip from Guangzhou to Jakarta was no different, it was booked in plenty of time using the same method along with several other flights. A week before the flight while travelling elsewhere, I called at the China Southern counter to collect the receipts for the group of flights that had been booked, the Jakarta flight being one of them. A day before the flight I received a missed call from an unknown number. Upon my arrival at Guangzhou airport at 7am I was told that my ticket had been suspended. After a long and complex phone call from the customer services counter to the head office, I either needed to re-book it or get a photo of my wife, holding her Chinese ID and the credit card in front of her face to head office so that they would reinstate my ticket because the transaction had been identified as ""high risk"". Needless to say at 7.30am with 5 minutes until the flight closed this was not possible. I ended up having to buy another ticket, one for the original flight was 7000RMB more expensive than my original flight which cost 1370 RMB. The only option was to buy a ticket for the afternoon flight at 2000 RMB more than my original ticket and get put onto the morning flight. This is what I had to do. China Southern refunded me the cheaper original ticket but would not reimburse me for the extra 2000RMB it cost for the new ticket. They refused to reinstate my ticket despite them having the money, me having a receipt for it, a China Southern Credit card being used, other flights booked at the same time using the same method flown a few days earlier, me Elite loyalty card status and this booking method being used for the last 3 years on well over 100 flights. I wrote numerous emails and eventually ended up speaking to a customer service guy who said they could not refund the more expensive ticket because I had used it! Policy was policy. I asked to speak to his boss and he refused to give me his number or pass me across. To say I am disappointed in their customer service is an understatement, they could not care less about customers. They are happy to pocket the extra 2000RMB they made and just say rules is rules.",Detractor
 I trusted Frontier Airlines to get me home to Delaware so I could be with my wife and witness the birth of my first child. The flight was first delayed then ultimately cancelled. I went to the ticket counter and asked for a refund because their next flight was 2 days later and I couldn't wait that long due to being on a time crunch and having to be back for training a few days later for the air Force. I was told to call a number which I did and was on hold for over 30 minutes then finally talked to a person that I could barely understand. If you want to fly somewhere don't fly Frontier Airlines because you'll probably never get there and they'll have you jump through hoops to get refunded.,Detractor
Flew LHR-Doha-Cape Town out Jo'burg-Doha-LHR back. Much cheaper than BA direct flight which we have used before. Service comfort and food all several grades better than BA as well. Well worth the extra 6 hours journey time and change in Doha for the better comfort and service alone. Change at Doha with 2 hour window was easy and actually broke the journey nicely. Will do again.,Promoter
"  First time with Norwegian so I didn't know what to expect. Flew from New York City to Copenhagen. Clean new plane that felt more spacious than other widebodies and very quiet for a twin engine on takeoff and cruising. I didn't go for the preordered meal but had a hot sandwich, it was ok. Seats and leg space were barely adequate. Cabin crew was fine but they don't need to do so much. IFE was quite nice, not as big a screen as on other 787s but good resolution and good selection of movies and shows. Good ontime performance for my flight. Overall I can see how the business model makes sense and I would go with them again for the right price.",Passive
AM633 on 21 August SAT-MEX and AM632 on August 25 MEX-SAT. Short trip from SAT to MEX and return on Embraer jet. First time on AM and it was a terrific experience crew were efficient aircraft clean and very well maintained. Snack service was tasty with fresh choices and excellent bar service. I will gladly take AM again as my travel plans permit.,Promoter
CX708 and CX709 17-19 Jan 2014. My friend and I booked our flight specifically with confirmation that we would have flown with the new business class seat on Boeing 747. Upon check in we were told that we were to fly on an Airbus 330. We boarded the plane and I was in shock. The seats were exactly the same as 10 years ago but older due to aging. The seats were old and ugly with a width of other '5-star' airlines premium economy class and recline of their economy! Lights were flickering during take off. My seat was broken and could not upright to 90 degrees for take off and landing. I was told at least 3 times by a steward to adjust my seat upright before he accepted the fact that my seat was broken. I was not offered another seat as the flight was fully booked. Personal TV screen was even smaller than my Samsung Galaxy phone with broken green and flickering display. When I tried to ask if there was power socket to charge my phone I was told that there wasn't one available! I tried to sleep but I could not because the seat was so uncomfortable with almost economy class recline. Instead of flying a bigger newer plane to replace reduced flight they decided to fly the oldest of the oldest. We were greeted with at least 5 idle Boeing 747 upon our arrival in Hong Kong. My flight back was the same plane type with the same discomfort but with a worse selection of food. The flight was not the cheapest but the most uncomfortable of all the choices I have.,Detractor
  We flew using Asiana Airline from Jakarta to Seoul Incheon. First impressions were nice and cabins were clean. Staff on board were extremely helpful and hospitality was top-notch,Promoter
